"ID";"cong";"billnum";"h_or_sen";"major";"text"
4381;107;3112;"S";17;"A bill to amend the Internal Revenue Code of 1986 to provide for a deferral of tax on gain from the sale of telecommunications businesses in specific circumstances or a tax credit and other incentives to promote diversity of ownership in telecommunication"
4382;107;3113;"S";3;"A bill to amend the Internal Revenue Code of 1986 to provide additional choice regarding unused health benefits in cafeteria plans and flexible spending arrangements."
4383;107;3114;"S";20;"A bill to ensure that a public safety officer who suffers a fatal heart attack or stroke while on duty shall be presumed to have died in the line of duty for purposes of public safety officer survivor benefits."
4384;107;3115;"S";21;"A bill to authorize the Secretary of Agriculture to sell or exchange certain land in the State of Florida, and for other purposes."
4385;107;3116;"S";12;"A bill to permanently eliminate a procedure under which the Bureau of Alcohol, Tobacco, and Firearms can waive prohibitions on the possession of firearms and explosives by convicted felons, drug offenders, and other disqualified individuals."
4386;107;3117;"S";5;"A bill to extend the cooling off period in the labor dispute between the Pacific Maritime Association and the International Longshore and Warehouse Union."
4387;107;3118;"S";7;"A bill to strengthen enforcement of provisions of the Animal Welfare Act relating to animal fighting, and for other purposes."
4388;107;3119;"S";3;"A bill to amend the Public Health Service Act to ensure the guaranteed renewability of individual health insurance coverage regardless of the health status-related factors of an enrollee."
4389;107;3120;"S";20;"A bill to impose restrictions on the ability of officers and employees of the United States to enter into contracts with corporations or partnerships that move outside the United States while retaining substantially the same ownership."
4390;107;3121;"S";19;"A bill to authorize the Secretary of State to undertake measures in support of international programs to detect and prevent acts of nuclear or radiological terrorism, to authorize appropriations to the Department of State to carry out those measures, and"
4391;107;3122;"S";5;"A bill to allow North Koreans to apply for refugee status or asylum."
4392;107;3123;"S";18;"A bill to expand certain preferential trade treatment of Haiti."
4393;107;3124;"S";17;"A bill to amend the Communications Act of 1934 to revise and expand the lowest unit cost provision applicable to political campaign broadcasts, to establish commercial broadcasting station minimum airtime requirements for candidate-centered and issue-cent"
4394;107;3125;"S";20;"A bill to designate ""God Bless America"" as the national song of the United States."
4395;107;3126;"S";14;"A bill to amend the Internal Revenue Code of 1986 to allow an income tax credit for the provision of homeownership and community development, and for other purposes."
4396;107;3127;"S";7;"A bill to amend the Safe Drinking Water Act to provide assistance to States to support testing of private wells in areas of suspected contamination to limit or prevent human exposure to contaminated groundwater."
4397;107;3128;"S";20;"A bill to authorize the Pyramid of Remembrance Foundation to establish a memorial in the District of Columbia and its environs to honor members of the Armed Forces of the United States who have lost their lives during peacekeeping operations, humanitarian"
4398;107;3129;"S";21;"A bill to permit the Secretary of the Interior to enter certain leases for fire capitalization improvements."
4399;107;3130;"S";3;"A bill to amend the Federal Food, Drug, and Cosmetic Act to add requirements regarding device reprocessing and reuse."
4400;107;3131;"S";1;"A bill to balance the budget and protect the Social Security Trust Fund surpluses."
4401;107;3132;"S";10;"A bill to improve the economy and the quality of life for all citizens by authorizing funds for Federal-aid highways, and for other purposes."
4402;107;3133;"S";10;"A bill to amend the Internal Revenue Code of 1986 to make funding available to carry out the Maximum Economic Growth for America Through Highway Funding Act."
4403;107;3134;"S";14;"A bill to amend titles 23 and 49, United States Code, to encourage economic growth in the United States by increasing transportation investments in rural areas, and for other purposes."
4404;107;3135;"S";7;"A bill to amend the Clean Air Act to establish a national uniform multiple air pollutant regulatory program for the electric generating sector."
4405;107;3136;"S";5;"A bill to establish a trust fund for the purpose of making medical benefit payments to current and former residents of Libby, Montana."
4406;107;3137;"S";20;"A bill to provide remedies for retaliation against whistleblowers making congressional disclosures."
4407;107;3138;"S";21;"A bill to authorize the Secretary of the Interior, in cooperation with the University of New Mexico, to construct and occupy a portion of the Hibben Center for Archaeological Research at the University of New Mexico, and for other purposes."
4408;107;3139;"S";5;"A bill to provide a right to be heard for participants and beneficiaries of an employee pension benefit plan of a debtor in order to protect pensions of those employees and retirees."
4409;107;3140;"S";12;"A bill to assist law enforcement in their efforts to recover missing children and to clarify the standards for State sex offender registration programs."
4410;107;3141;"S";5;"A bill to amend the Family and Medical Leave Act of 1993 to expand the scope of the Act, and for other purposes."
4411;107;3142;"S";3;"A bill to amend title XIX of the Social Security Act to require drug manufacturers to pay rebates to State prescription drug discount programs as a condition of participation in a rebate agreement for outpatient prescription drugs under the medicaid progr"
4412;107;3143;"S";15;"A bill to provide for the establishment of the Consumer and Shareholder Protection Association, and for other purposes."
4413;107;3144;"S";13;"A bill to amend title XVI of the Social Security Act to clarify that the value of certain funeral and burial arrangements are not to be considered available resources under the supplemental security income program."
4414;107;3145;"S";6;"A bill to amend the Higher Education Act of 1965 to establish a scholarship program to encourage and support students who have contributed substantial public services."
4415;107;3146;"S";12;"A bill to reauthorize funding for the National Center for Missing and Exploited Children, and for other purposes."
4416;107;3147;"S";3;"A bill to foster local collaborations which will ensure that resources are effectively and efficiently used within the criminal and juvenile justice systems."
4417;107;3148;"S";3;"A bill to provide incentives to increase research by private sector entities to develop antivirals, antibiotics and other drugs, vaccines, microbicides, and diagnostic technologies to prevent and treat illnesses associated with a biological, chemical, or"
